Y,Yhat,confidence
290,290,0.9753886
290,290,0.95714587
290,290,0.9889121
290,288,0.7200199
290,197,0.5701617
290,288,0.5791094
290,288,0.6002191
290,281,0.33150357
290,293,0.98482263
290,288,0.7234623
290,290,0.53148794
290,290,0.81560695
290,290,0.9679586
290,289,0.9082579
290,290,0.91328186
290,290,0.9923941
290,290,0.7470864
290,290,0.8967976
290,289,0.94637024
290,290,0.82054996
290,290,0.5737973
290,286,0.37148038
290,290,0.9421644
290,290,0.9921354
290,290,0.9744632
290,290,0.98693556
290,290,0.9412014
290,290,0.7899856
290,290,0.99617994
290,290,0.9265261
290,288,0.59794027
290,290,0.9253649
290,290,0.84094787
290,290,0.9197691
290,290,0.8750507
290,290,0.97759426
290,290,0.9520375
290,290,0.9520657
290,288,0.660187
290,290,0.9184678
290,369,0.31392154
290,290,0.9723024
290,290,0.89797217
290,290,0.9954912
290,288,0.9784868
290,290,0.7679979
290,290,0.87969315
291,291,0.99211806
291,291,0.33648163
291,291,0.99989617
291,291,0.9998367
291,291,0.9983975
291,291,0.99817383
291,291,0.5771407
291,261,0.43625483
291,291,0.8417747
291,349,0.32139254
291,291,0.9864379
291,291,0.99982363
291,291,0.99801695
291,291,0.99939346
291,291,0.9659877
291,291,0.99608505
291,291,0.99650586
291,291,0.9947567
291,291,0.8217105
291,291,0.9799295
291,291,0.61518043
291,291,0.8122711
291,291,0.4269002
291,291,0.99555475
291,291,0.9271065
291,291,0.941165
291,291,0.99849284
291,291,0.9104565
291,291,0.99572057
291,291,0.8213575
291,291,0.99820304
291,291,0.99965584
291,291,0.93456244
291,291,0.93958014
291,291,0.9991316
291,291,0.99599165
291,291,0.99330175
291,291,0.99527377
291,291,0.98122334
291,291,0.987421
291,291,0.9997434
291,291,0.98933184
291,291,0.9505588
291,291,0.99981505
291,291,0.9981456
291,291,0.9822437
291,291,0.99946946
291,291,0.9506563
291,291,0.999987
291,291,0.9960192
292,288,0.7572944
292,292,0.8606314
292,292,0.8441197
292,292,0.5327447
292,292,0.95286286
292,292,0.7938596
292,291,0.6776391
292,292,0.92051065
292,292,0.9779977
292,292,0.9267566
292,292,0.8632393
292,292,0.9567765
292,292,0.5734388
292,292,0.9410206
292,292,0.9479236
292,292,0.83829874
292,292,0.20628203
292,292,0.8943658
292,292,0.98567504
292,292,0.91623664
292,292,0.9581142
292,292,0.73875844
292,292,0.9369433
292,292,0.93040895
292,292,0.8736924
292,292,0.9305391
292,292,0.80504316
292,292,0.8056718
292,292,0.9047283
292,292,0.9411299
292,292,0.9434172
292,292,0.62368023
292,292,0.94971013
292,292,0.959188
292,292,0.77022654
292,292,0.9507358
292,292,0.9144626
292,292,0.9784814
292,292,0.9250487
292,292,0.9519801
292,292,0.8145885
292,292,0.9470501
292,292,0.861501
292,292,0.907885
292,292,0.9285713
292,292,0.7381241
292,292,0.92318845
292,292,0.82594913
292,292,0.7305238
292,282,0.42917663
293,293,0.9892151
293,293,0.79557234
293,293,0.9686808
293,276,0.10635419
293,293,0.9603405
293,293,0.98391265
293,293,0.83118236
293,293,0.9958923
293,293,0.9855957
293,293,0.9993505
293,293,0.99976903
293,293,0.9930233
293,293,0.99793744
293,293,0.9915844
293,288,0.5172251
293,293,0.998073
293,293,0.83731335
293,293,0.9074524
293,293,0.9850922
293,293,0.9978084
293,293,0.9999031
293,293,0.9367563
293,293,0.97326106
293,293,0.7643327
293,293,0.96777534
293,293,0.9820108
293,293,0.99644595
293,293,0.985441
293,293,0.99708337
293,293,0.99624735
293,293,0.99996686
293,293,0.84202075
293,293,0.98392373
293,293,0.9809249
293,288,0.41477525
293,293,0.94323397
293,293,0.9962196
293,293,0.8618903
293,293,0.99805933
293,293,0.99842787
293,288,0.9784868
293,293,0.95362735
293,293,0.9989673
293,293,0.9783729
293,288,0.5917501
293,293,0.99422
293,293,0.9319856
293,293,0.99173003
293,293,0.99262416
293,293,0.94797444
294,294,0.9978933
294,294,0.99945563
294,294,0.96741384
294,294,0.9885726
294,294,0.99499965
294,294,0.9984471
294,294,0.8254488
294,294,0.999754
294,294,0.99879754
294,295,0.6092413
294,294,0.99038976
294,294,0.9923151
294,294,0.88572216
294,295,0.27790275
294,294,0.9930351
294,294,0.9936959
294,193,0.24675669
294,294,0.87477267
294,294,0.9826178
294,294,0.9416702
294,294,0.9983309
294,294,0.9910059
294,294,0.99958736
294,294,0.98282146
294,294,0.96793103
294,295,0.62673974
294,350,0.23214537
294,294,0.9967614
294,294,0.991247
294,294,0.99732035
294,294,0.9439463
294,294,0.9905297
294,294,0.9972366
294,294,0.9879551
294,294,0.9868471
294,294,0.9970892
294,294,0.999106
294,294,0.999086
294,294,0.9796815
294,294,0.99249786
294,294,0.99896586
294,294,0.9573971
294,294,0.7388081
294,294,0.89786124
294,294,0.9986299
294,294,0.96572334
294,294,0.9974317
294,294,0.9820946
294,294,0.9992631
294,294,0.9952341
295,295,0.85239244
295,295,0.93276733
295,295,0.24871917
295,295,0.990789
295,294,0.89357615
295,295,0.98966086
295,295,0.963035
295,295,0.98524666
295,295,0.7417883
295,295,0.99291754
295,295,0.9427168
295,295,0.88764
295,295,0.73909366
295,295,0.97626275
295,294,0.72377706
295,221,0.43943718
295,295,0.99095577
295,295,0.9390079
295,295,0.78243214
295,295,0.17905122
295,297,0.82128334
295,295,0.907025
295,357,0.35706353
295,295,0.9965881
295,295,0.9990538
295,295,0.837464
295,295,0.9652878
295,295,0.969503
295,295,0.63299257
295,224,0.78063095
295,295,0.97081864
295,295,0.833163
295,295,0.9405105
295,295,0.99601525
295,295,0.9721566
295,295,0.982703
295,295,0.9700604
295,295,0.86168647
295,295,0.9661203
295,80,0.5723654
295,295,0.8721704
295,295,0.68730855
295,295,0.9987901
295,295,0.99638087
295,294,0.9577568
295,295,0.9854138
295,295,0.47220615
295,295,0.9994673
295,295,0.95215493
295,295,0.9908806
296,296,0.99452436
296,701,0.2862667
296,296,0.9983083
296,296,0.98732644
296,296,0.99826825
296,296,0.9986929
296,296,0.97799027
296,296,0.997609
296,296,0.99893206
296,296,0.99958605
296,296,0.94432575
296,296,0.9905494
296,296,0.9997515
296,653,0.69274336
296,296,0.9978503
296,296,0.97695005
296,294,0.4670976
296,296,0.89165914
296,296,0.8510126
296,296,0.9996971
296,296,0.99724764
296,296,0.9642842
296,296,0.9913851
296,296,0.9997851
296,296,0.94844574
296,296,0.71647274
296,296,0.9718417
296,296,0.99763095
296,296,0.9527267
296,296,0.99730396
296,296,0.99099964
296,296,0.99978966
296,296,0.9997857
296,296,0.55466324
296,850,0.6928228
296,296,0.99918
296,296,0.9980386
296,296,0.9983614
296,296,0.70369834
296,296,0.92404824
296,296,0.4913972
296,296,0.99947697
296,296,0.9978923
296,294,0.3126787
296,296,0.9810419
296,296,0.94538456
296,296,0.99936396
296,296,0.98761743
296,296,0.99382883
296,296,0.70889944
297,387,0.9952773
297,297,0.9870322
297,295,0.39541012
297,297,0.9998727
297,297,0.99799573
297,297,0.99442035
297,297,0.81167495
297,360,0.59348875
297,297,0.9903419
297,297,0.999931
297,297,0.7939521
297,297,0.9966499
297,297,0.99965596
297,295,0.9689077
297,297,0.8624678
297,199,0.11921584
297,297,0.97967863
297,295,0.9977526
297,297,0.999665
297,297,0.9992016
297,295,0.987854
297,358,0.5244556
297,297,0.995754
297,297,0.99990857
297,369,0.70125264
297,297,0.99943906
297,297,0.9936599
297,297,0.9986204
297,297,0.99816436
297,297,0.9086319
297,297,0.99961567
297,295,0.90028375
297,295,0.7207657
297,295,0.9901366
297,297,0.9965048
297,297,0.9968273
297,297,0.8420372
297,297,0.9990829
297,297,0.94630015
297,297,0.9977203
297,297,0.43373555
297,295,0.19107315
297,297,0.9994449
297,297,0.9994886
297,297,0.99969566
297,297,0.99816835
297,297,0.9960413
297,297,0.9967355
297,294,0.9951573
297,297,0.8407256
298,298,0.78921664
298,298,0.34992763
298,298,0.9795482
298,298,0.9961887
298,330,0.43919677
298,384,0.4312545
298,299,0.8529644
298,298,0.9792389
298,298,0.99936944
298,63,0.916639
298,298,0.9941802
298,298,0.98453796
298,298,0.3127427
298,298,0.9733176
298,298,0.82525986
298,298,0.98715764
298,298,0.8659277
298,298,0.9919734
298,298,0.99657094
298,298,0.8601079
298,298,0.941378
298,298,0.93723434
298,298,0.99796164
298,298,0.99015105
298,298,0.96166646
298,298,0.67094123
298,280,0.8008956
298,298,0.9943188
298,298,0.97959316
298,298,0.9785472
298,298,0.9889684
298,298,0.55073327
298,299,0.89287984
298,298,0.9915535
298,372,0.2240101
298,298,0.99945456
298,298,0.99482006
298,298,0.9798019
298,383,0.53240174
298,298,0.37216184
298,298,0.9942942
298,263,0.16477609
298,298,0.7772467
298,298,0.99741936
298,298,0.9931452
298,298,0.99385977
298,298,0.63679206
298,298,0.76910806
298,299,0.9758757
298,298,0.9914766
299,299,0.8714786
299,299,0.96876043
299,299,0.97746104
299,299,0.55801773
299,299,0.84934294
299,299,0.48939535
299,293,0.14864379
299,81,0.29451326
299,299,0.97068655
299,299,0.3910501
299,298,0.4227588
299,299,0.97066915
299,299,0.95932966
299,299,0.76396704
299,299,0.7732311
299,299,0.91027606
299,299,0.81507766
299,299,0.7776455
299,299,0.76311034
299,299,0.97089684
299,299,0.8543508
299,299,0.7896998
299,299,0.76783216
299,299,0.9050446
299,384,0.41609284
299,299,0.84710175
299,299,0.8791145
299,299,0.5969392
299,299,0.852863
299,299,0.9370384
299,299,0.7759566
299,299,0.73936594
299,689,0.35303372
299,356,0.3730425
299,299,0.83641577
299,299,0.9262367
299,299,0.83531123
299,299,0.7345345
299,299,0.96542794
299,299,0.93061465
299,299,0.9393859
299,299,0.99193245
299,299,0.98511547
299,299,0.97344697
299,298,0.79482585
299,299,0.65208673
299,299,0.43802613
299,299,0.8404848
299,364,0.6723272
299,299,0.81959474
300,300,0.9985586
300,310,0.5413837
300,300,0.99924314
300,300,0.9928669
300,300,0.9990336
300,300,0.995509
300,300,0.9216856
300,300,0.4631107
300,300,0.99570966
300,300,0.9751145
300,300,0.9966473
300,300,0.98816633
300,300,0.9971085
300,300,0.9879287
300,300,0.99867153
300,300,0.9839671
300,300,0.99487936
300,300,0.99856323
300,300,0.9895364
300,300,0.99503374
300,300,0.87010205
300,300,0.9985085
300,300,0.92303395
300,300,0.99776006
300,300,0.99728394
300,305,0.55045754
300,300,0.9505953
300,300,0.950586
300,300,0.99693066
300,300,0.9803475
300,300,0.99896777
300,300,0.98429424
300,300,0.99295336
300,300,0.9945815
300,300,0.9980882
300,300,0.43104434
300,300,0.9971011
300,300,0.68739
300,300,0.99250776
300,300,0.7730212
300,300,0.76064706
300,300,0.9916094
300,300,0.9899212
300,300,0.99875915
300,300,0.9981573
300,300,0.33700037
300,302,0.5298669
300,300,0.99769765
300,300,0.99872214
300,308,0.45633867
301,301,0.80634725
301,301,0.98159856
301,990,0.21683183
301,301,0.8889406
301,301,0.9298714
301,301,0.9926059
301,301,0.99828786
301,301,0.99858
301,301,0.9796108
301,301,0.6922911
301,301,0.7203625
301,301,0.9876276
301,301,0.9953734
301,301,0.99157226
301,301,0.9178407
301,301,0.98824584
301,310,0.3855236
301,301,0.9606294
301,989,0.93158966
301,301,0.9864107
301,301,0.99414563
301,301,0.9324186
301,301,0.50961727
301,301,0.9851946
301,301,0.8714844
301,301,0.89867574
301,301,0.9485209
301,301,0.9949693
301,304,0.53641266
301,301,0.6032785
301,301,0.9940593
301,301,0.9850433
301,301,0.975966
301,301,0.9312762
301,301,0.9975036
301,301,0.9377696
301,301,0.98828447
301,301,0.9338486
301,301,0.9513728
301,301,0.9918425
301,301,0.263051
301,301,0.96824497
301,301,0.8129589
301,301,0.9938366
301,301,0.81324244
301,309,0.7710233
301,301,0.62559134
301,309,0.49897352
301,301,0.9721543
301,301,0.75880617
302,302,0.33427075
302,302,0.76331544
302,306,0.87023044
302,304,0.47900152
302,302,0.9746528
302,305,0.9109305
302,302,0.8115622
302,302,0.8990485
302,302,0.84631115
302,314,0.632886
302,302,0.9878969
302,314,0.6582417
302,302,0.9295906
302,306,0.41658938
302,302,0.89053684
302,302,0.98604417
302,302,0.85417175
302,302,0.99421114
302,300,0.8809842
302,300,0.9761422
302,300,0.99025446
302,302,0.9326842
302,302,0.74460065
302,300,0.93184114
302,303,0.88851565
302,302,0.7611698
302,300,0.96739185
302,302,0.8330536
302,302,0.8563973
302,302,0.84883726
302,302,0.89566
302,305,0.5068392
302,302,0.98879725
302,304,0.43578637
302,302,0.99757355
302,302,0.9198831
302,302,0.69492996
302,302,0.9431555
302,314,0.95744604
302,305,0.45412853
302,308,0.9490845
302,300,0.9952377
302,300,0.9968771
302,302,0.83796465
302,302,0.9638781
302,302,0.98912597
302,302,0.32849574
302,310,0.3336121
302,302,0.81135696
302,302,0.94280803
303,309,0.5488504
303,303,0.9009655
303,304,0.802152
303,303,0.9655393
303,303,0.9882436
303,303,0.9994522
303,303,0.9511852
303,303,0.98787165
303,307,0.487406
303,311,0.2566922
303,303,0.78254235
303,316,0.2960381
303,303,0.98597413
303,303,0.34745318
303,303,0.96222013
303,303,0.93159276
303,303,0.9207341
303,307,0.51720697
303,303,0.8320164
303,303,0.7502251
303,302,0.50585705
303,303,0.81825334
303,75,0.9580173
303,303,0.9992052
303,304,0.62367
303,304,0.62065077
303,303,0.94737107
303,303,0.7480744
303,303,0.8719323
303,303,0.8193572
303,303,0.98657227
303,310,0.2504139
303,303,0.7116487
303,303,0.58339375
303,312,0.27891293
303,303,0.9849917
303,303,0.5973392
303,303,0.68522394
303,303,0.96622425
303,303,0.9520511
303,303,0.8826611
303,303,0.8004512
303,321,0.4263953
303,303,0.93536764
303,303,0.9916813
303,303,0.31524315
303,319,0.42464
303,303,0.95142967
303,303,0.8940615
303,303,0.87847996
304,301,0.9507596
304,316,0.96304774
304,304,0.98121715
304,301,0.952636
304,304,0.8796562
304,304,0.6645061
304,301,0.9653285
304,304,0.9954071
304,304,0.5043208
304,304,0.5343274
304,301,0.750974
304,304,0.98771894
304,304,0.8495933
304,304,0.9897703
304,301,0.9872317
304,304,0.9787264
304,301,0.86415887
304,73,0.13877632
304,314,0.6978103
304,304,0.9900097
304,304,0.95696306
304,317,0.32656306
304,304,0.42633852
304,304,0.876597
304,304,0.70161283
304,301,0.9270348
304,301,0.8326409
304,300,0.7816055
304,304,0.19743554
304,301,0.51382554
304,304,0.49276087
304,301,0.98271734
304,304,0.9409414
304,303,0.7933776
304,304,0.87653166
304,304,0.88699436
304,304,0.593569
304,304,0.9985575
304,304,0.9114633
304,306,0.87633395
304,303,0.9545353
304,304,0.984344
304,304,0.9664442
304,304,0.987336
304,301,0.6873526
304,30,0.23729634
304,301,0.9675042
304,304,0.4898489
304,304,0.6491252
304,304,0.8031744
305,305,0.8586061
305,305,0.99846447
305,305,0.7986609
305,305,0.98264414
305,305,0.98791355
305,305,0.59910786
305,310,0.7258455
305,305,0.35292423
305,852,0.9027312
305,305,0.9963006
305,305,0.99993026
305,305,0.6422646
305,305,0.97087586
305,305,0.9887572
305,305,0.99706453
305,305,0.9736181
305,305,0.9989429
305,305,0.98967206
305,305,0.9982344
305,35,0.4880599
305,305,0.93452346
305,305,0.9453625
305,305,0.87282205
305,758,0.04199834
305,305,0.8715209
305,305,0.65314054
305,306,0.7095231
305,305,0.9937866
305,305,0.999696
305,305,0.7604529
305,305,0.9998597
305,305,0.9974753
305,305,0.94669235
305,305,0.9007961
305,305,0.9999758
305,306,0.5918803
305,305,0.9983546
305,305,0.65140474
305,305,0.99983454
305,305,0.9977145
305,305,0.79801744
305,304,0.48206624
305,306,0.8062267
305,34,0.25223926
305,305,0.9750852
305,305,0.9079483
305,305,0.91464937
305,305,0.9826973
305,305,0.99918777
305,305,0.99992204
306,306,0.99938905
306,306,0.9995838
306,306,0.9985252
306,306,0.9998091
306,306,0.99919516
306,306,0.9998878
306,306,0.9999957
306,306,0.9994746
306,306,0.99995744
306,306,0.9990889
306,306,0.9946655
306,305,0.4543598
306,306,0.9187243
306,306,0.52071905
306,306,0.97417474
306,306,0.9694844
306,314,0.38718063
306,306,0.99700326
306,306,0.9998977
306,306,0.9974281
306,306,0.9459287
306,306,0.9637658
306,306,0.47621748
306,306,0.99976856
306,306,0.9999478
306,306,0.9849259
306,306,0.9989411
306,306,0.9990513
306,306,0.99754363
306,306,0.7945242
306,306,0.99270576
306,306,0.990827
306,306,0.95917237
306,302,0.5664846
306,306,0.55961436
306,305,0.92525345
306,306,0.99742246
306,306,0.47992972
306,310,0.43362737
306,306,0.97582597
306,306,0.9170095
306,306,0.8477021
306,306,0.19801515
306,306,0.9552784
306,306,0.94862723
306,446,0.16259658
306,306,0.93966854
306,306,0.99998426
306,306,0.99992883
306,306,0.9992599
307,307,0.9962202
307,307,0.92987573
307,304,0.36147135
307,307,0.9995913
307,307,0.99939585
307,307,0.87288845
307,307,0.4837203
307,307,0.9914057
307,307,0.99471277
307,307,0.47393897
307,307,0.9479342
307,307,0.995017
307,307,0.99078137
307,307,0.9915802
307,307,0.9776789
307,307,0.9716833
307,307,0.36826265
307,307,0.94365
307,307,0.90216225
307,317,0.24173936
307,307,0.999005
307,307,0.97296846
307,307,0.7300869
307,307,0.60528827
307,307,0.991574
307,307,0.9974137
307,307,0.8967527
307,307,0.7488252
307,307,0.8464079
307,307,0.94167155
307,307,0.9839182
307,307,0.99743
307,307,0.8737655
307,307,0.49561372
307,307,0.8755595
307,303,0.6219686
307,307,0.98649305
307,307,0.9997334
307,307,0.9497944
307,307,0.62604815
307,307,0.7450077
307,305,0.103666954
307,307,0.89878947
307,307,0.9994905
307,307,0.87676346
307,307,0.9942054
307,307,0.9981804
307,307,0.76335263
307,307,0.45957908
307,307,0.88746643
308,308,0.9614855
308,308,0.99998903
308,309,0.6469914
308,308,0.9825712
308,308,0.99996436
308,308,0.46875495
308,310,0.67070764
308,308,0.99991035
308,309,0.50108474
308,308,0.9996697
308,311,0.28209582
308,308,0.6592256
308,302,0.32551354
308,308,0.91017187
308,309,0.8072037
308,308,0.95918983
308,308,0.9999758
308,308,0.9923207
308,308,0.9943199
308,308,0.94011706
308,308,0.9030122
308,308,0.9994742
308,308,0.9914784
308,308,0.99386555
308,308,0.9959592
308,313,0.8736021
308,308,0.99986696
308,308,0.9933704
308,308,0.9038715
308,308,0.9982974
308,78,0.425272
308,308,0.9978986
308,308,0.89244145
308,73,0.39884448
308,308,0.92782605
308,308,0.99911326
308,308,0.9999951
308,318,0.6669191
308,308,0.8470726
308,308,0.9846206
308,308,0.999466
308,308,0.96465087
308,308,0.99392503
308,308,0.95822114
308,308,0.99350303
308,308,0.53617597
308,308,0.60208285
308,308,0.9997652
308,308,0.9990398
308,308,0.9754461
309,309,0.99837494
309,309,0.63854533
309,309,0.99542385
309,309,0.41223833
309,370,0.22826107
309,599,0.65274334
309,309,0.9503762
309,410,0.83020234
309,309,0.9975356
309,309,0.9727066
309,309,0.4614053
309,309,0.90669733
309,309,0.5689393
309,309,0.9491026
309,309,0.99499196
309,309,0.98206425
309,599,0.88226616
309,309,0.98410887
309,309,0.7587534
309,309,0.99416864
309,309,0.9954672
309,309,0.99192965
309,309,0.9339186
309,309,0.8820607
309,309,0.73508483
309,599,0.70449114
309,309,0.91274095
309,309,0.9944141
309,94,0.46557203
309,309,0.99776125
309,309,0.99185187
309,309,0.9899474
309,309,0.99501204
309,309,0.99866486
309,309,0.9543581
309,308,0.9734697
309,985,0.9439278
309,309,0.97568715
309,309,0.7622461
309,308,0.53156
309,309,0.9997514
309,309,0.9641975
309,309,0.97462875
309,310,0.49085897
309,309,0.9937039
309,309,0.9942701
309,309,0.9997627
309,309,0.37281606
309,309,0.9888347
309,410,0.6031006
310,310,0.99968946
310,310,0.9983919
310,584,0.7179773
310,310,0.9993538
310,309,0.9949451
310,310,0.831544
310,310,0.99592125
310,310,0.99596536
310,315,0.47078505
310,310,0.9998141
310,301,0.80359656
310,76,0.2675275
310,902,0.84003526
310,310,0.6047202
310,310,0.34087837
310,989,0.38493517
310,310,0.9997954
310,310,0.9989629
310,310,0.99131423
310,318,0.36052892
310,957,0.24161829
310,310,0.98903555
310,310,0.99972504
310,302,0.8968786
310,310,0.99784696
310,310,0.99735945
310,310,0.8788583
310,310,0.8286722
310,310,0.7707067
310,314,0.27773568
310,78,0.48561665
310,310,0.99516356
310,310,0.99212193
310,310,0.6053396
310,310,0.9989484
310,310,0.99423707
310,562,0.09970547
310,310,0.96680003
310,310,0.9976804
310,749,0.5507169
310,310,0.9998386
310,310,0.9995382
310,34,0.30796632
310,310,0.98457193
310,310,0.9706043
310,989,0.22422083
310,310,0.9947312
310,310,0.9988702
310,310,0.999423
310,310,0.9984347
311,311,0.47882682
311,311,0.8756772
311,312,0.63776875
311,311,0.55314857
311,311,0.9200859
311,311,0.70145464
311,311,0.9859951
311,311,0.41096517
311,799,0.4052149
311,311,0.7296285
311,311,0.8133169
311,312,0.42575258
311,311,0.8279351
311,312,0.67939365
311,311,0.6397874
311,312,0.6160612
311,311,0.9583143
311,311,0.97552466
311,315,0.5747172
311,312,0.59617376
311,311,0.92074376
311,311,0.7129301
311,312,0.74122185
311,312,0.6939053
311,312,0.7560468
311,311,0.82082313
311,311,0.9752323
311,312,0.78004223
311,311,0.8745833
311,311,0.94836724
311,312,0.46651366
311,311,0.93969303
311,311,0.9301917
311,312,0.7128169
311,303,0.3909598
311,311,0.29974174
311,312,0.7444014
311,312,0.61381185
311,312,0.52642214
311,311,0.98402447
311,312,0.6140232
311,311,0.75746685
311,311,0.65602225
311,311,0.43412697
311,311,0.72586995
311,311,0.90175223
311,311,0.56498027
311,311,0.7259484
311,311,0.91451335
311,311,0.9467851
312,312,0.71578175
312,937,0.6892836
312,75,0.2563738
312,311,0.56138647
312,312,0.56210786
312,311,0.93332446
312,311,0.8924896
312,312,0.16861553
312,311,0.92574185
312,312,0.94382817
312,312,0.708288
312,310,0.25012043
312,312,0.8433351
312,311,0.5996687
312,312,0.8447925
312,314,0.57637316
312,312,0.92365336
312,312,0.54515374
312,312,0.9314731
312,312,0.76650405
312,312,0.7099083
312,314,0.84912777
312,312,0.8232254
312,312,0.6623991
312,310,0.65432304
312,312,0.92577577
312,311,0.6522579
312,313,0.66673905
312,311,0.86890656
312,312,0.6864337
312,312,0.83819133
312,312,0.8823358
312,311,0.52775866
312,312,0.9303982
312,303,0.41168737
312,312,0.7109897
312,312,0.6792836
312,312,0.76692456
312,312,0.97486055
312,311,0.6833664
312,312,0.8115961
312,312,0.9381707
312,312,0.6974482
312,312,0.9412506
312,312,0.6210514
312,311,0.8477062
312,312,0.64657587
312,312,0.69774497
312,312,0.7498234
312,311,0.5157339
313,313,0.9767727
313,313,0.43234885
313,313,0.6938203
313,313,0.8300861
313,96,0.17251815
313,313,0.6934834
313,313,0.9956839
313,313,0.75681007
313,313,0.95669806
313,313,0.8654879
313,313,0.9788286
313,315,0.9961241
313,313,0.62019074
313,315,0.6396055
313,313,0.7641841
313,70,0.8523092
313,587,0.11003493
313,313,0.5148533
313,313,0.91120964
313,313,0.76227975
313,315,0.9514809
313,313,0.23548287
313,313,0.59648246
313,313,0.98296607
313,313,0.9867426
313,313,0.99886847
313,125,0.19274502
313,313,0.37335557
313,77,0.23266907
313,313,0.9875502
313,312,0.44734174
313,313,0.9669961
313,313,0.92462003
313,313,0.31960964
313,313,0.999826
313,313,0.57485443
313,313,0.8614106
313,997,0.1173629
313,47,0.15877654
313,313,0.9861454
313,448,0.701532
313,988,0.41482982
313,313,0.9888714
313,315,0.87320065
313,313,0.9370972
313,313,0.5038211
313,692,0.24569105
313,315,0.75951463
313,597,0.8905936
313,313,0.8428459
314,314,0.98895043
314,314,0.5845482
314,301,0.55725
314,314,0.87673295
314,314,0.9984737
314,314,0.9990939
314,306,0.34294018
314,314,0.87070847
314,666,0.23276287
314,314,0.9887688
314,314,0.9909376
314,314,0.9877702
314,314,0.95025843
314,314,0.9675318
314,314,0.79355747
314,314,0.9995628
314,674,0.38990405
314,314,0.97903764
314,314,0.9183443
314,314,0.82284325
314,310,0.6862968
314,314,0.4951637
314,223,0.7860045
314,314,0.9951207
314,314,0.9989832
314,314,0.47318342
314,390,0.49879128
314,314,0.9921178
314,314,0.99656653
314,314,0.9893506
314,314,0.9207425
314,314,0.9692541
314,314,0.99127895
314,314,0.92686385
314,314,0.87421656
314,314,0.999908
314,909,0.31375793
314,317,0.9512681
314,78,0.33674213
314,314,0.98193353
314,314,0.8931534
314,314,0.5133482
314,903,0.18694653
314,314,0.7761559
314,845,0.25490612
314,314,0.3840504
314,314,0.98606944
314,314,0.6213284
314,314,0.92579377
314,599,0.5259014
315,315,0.83274066
315,126,0.38359946
315,315,0.99586487
315,315,0.547958
315,315,0.48041353
315,315,0.9640696
315,315,0.9999119
315,315,0.746482
315,315,0.767931
315,46,0.7674458
315,952,0.2495352
315,315,0.998845
315,315,0.9750333
315,489,0.998502
315,904,0.62534934
315,315,0.9862308
315,315,0.6932506
315,40,0.29819915
315,89,0.34104878
315,315,0.9993017
315,311,0.32152465
315,315,0.99331445
315,315,0.7299659
315,313,0.44608355
315,309,0.36507988
315,315,0.9996847
315,315,0.99904615
315,315,0.9798575
315,115,0.38391304
315,315,0.9017115
315,315,0.99742657
315,315,0.66832894
315,315,0.99947864
315,904,0.11115358
315,315,0.99629587
315,315,0.4445411
315,315,0.9999064
315,315,0.93663144
315,315,0.86622226
315,315,0.9758666
315,315,0.49524128
315,315,0.9022113
315,313,0.6828251
315,312,0.3516518
315,315,0.96483296
315,315,0.9953897
315,315,0.92621297
315,316,0.5085424
315,315,0.9991375
315,315,0.5716592
316,316,0.9968945
316,316,0.97599524
316,316,0.9590036
316,316,0.9999937
316,316,0.98843414
316,316,0.9999691
316,316,0.97491676
316,316,0.9986712
316,316,0.8536774
316,316,0.8311984
316,316,0.789894
316,308,0.75195134
316,316,0.9214326
316,316,0.86792564
316,316,0.998027
316,316,0.81953335
316,316,0.7342765
316,316,0.99889576
316,316,0.9968522
316,316,0.9991326
316,316,0.92321676
316,316,0.9926923
316,316,0.9932374
316,312,0.71441907
316,316,0.996938
316,316,0.99855226
316,316,0.99591666
316,316,0.6986964
316,316,0.99986804
316,316,0.9994234
316,316,0.69480395
316,316,0.9999658
316,316,0.9996383
316,316,0.98780847
316,316,0.99615854
316,316,0.95754725
316,316,0.87101537
316,316,0.9972313
316,316,0.9954738
316,316,0.9993911
316,316,0.8686627
316,316,0.99991107
316,316,0.7782901
316,124,0.52550656
316,316,0.9671477
316,316,0.43733397
316,316,0.99995494
316,316,0.90499806
316,316,0.9858921
316,317,0.68452954
317,317,0.999918
317,317,0.99145484
317,317,0.9679055
317,307,0.32717073
317,317,0.99729174
317,317,0.999944
317,317,0.9989011
317,304,0.41176578
317,317,0.99902797
317,317,0.98320824
317,317,0.9984326
317,317,0.99748874
317,317,0.9627973
317,317,0.99412316
317,317,0.96977633
317,317,0.9999659
317,317,0.99904436
317,317,0.9994511
317,318,0.99999225
317,317,0.83515614
317,317,0.9990761
317,304,0.32960975
317,317,0.830052
317,317,0.97988886
317,317,0.9589383
317,317,0.99806315
317,317,0.9884498
317,316,0.8979217
317,317,0.92098624
317,317,0.999736
317,317,0.99998295
317,316,0.9789217
317,317,0.9999317
317,317,0.984059
317,317,0.9953343
317,317,0.95579845
317,317,0.9136931
317,317,0.699966
317,317,0.9918148
317,317,0.9914874
317,317,0.9042375
317,317,0.99719775
317,317,0.5513044
317,317,0.9993825
317,308,0.17062709
317,317,0.9021438
317,317,0.34236723
317,317,0.94619083
317,311,0.3500832
317,126,0.55794543
318,318,0.64115846
318,318,0.99999774
318,318,0.99544
318,318,0.99049896
318,318,0.9999032
318,318,0.9999398
318,318,0.22529595
318,318,0.44072366
318,318,0.9998467
