,Yhat,Y,is_correct,confidence
2134,A,A,True,0.9925891160964966
2135,A,A,True,0.991958498954773
2136,A,A,True,0.9981750249862671
2137,C,C,True,0.9885056018829346
2138,D,B,False,0.7464175224304199
2139,A,C,False,0.9412469863891602
2140,D,D,True,0.9946527481079102
2141,D,D,True,0.6450616121292114
2142,B,B,True,0.9613320827484131
2143,A,A,True,0.9951024055480957
2144,D,D,True,0.9578356742858887
2145,D,A,False,0.9922147393226624
2146,B,B,True,0.9924581050872803
2147,D,D,True,0.9931175708770752
2148,C,C,True,0.932781457901001
2149,C,C,True,0.9757551550865173
2150,C,C,True,0.9404467344284058
2151,A,A,True,0.7382633686065674
2152,A,D,False,0.7969973683357239
2153,D,C,False,0.6720131039619446
2154,D,D,True,0.996507465839386
2155,C,C,True,0.9782710671424866
2156,A,A,True,0.9521985054016113
2157,B,B,True,0.992293119430542
2158,C,C,True,0.8409923911094666
2159,D,D,True,0.8833785653114319
2160,B,B,True,0.9928438067436218
2161,B,B,True,0.9899441003799438
2162,D,D,True,0.9899368286132812
2163,D,D,True,0.995907187461853
2164,C,C,True,0.9725730419158936
2165,A,A,True,0.9708951711654663
2166,D,D,True,0.9966837763786316
2167,D,D,True,0.9940622448921204
2168,C,C,True,0.9768435955047607
2169,A,A,True,0.9844599962234497
2170,D,D,True,0.6026834845542908
2171,B,B,True,0.981299102306366
2172,B,B,True,0.9664520025253296
2173,C,C,True,0.9649381637573242
2174,D,D,True,0.9986347556114197
2175,D,D,True,0.9954022169113159
2176,D,D,True,0.994554877281189
2177,C,D,False,0.7088378667831421
2178,C,C,True,0.9831173419952393
2179,D,D,True,0.9978304505348206
2180,C,C,True,0.9877465963363647
2181,A,A,True,0.986221969127655
2182,D,B,False,0.7441093921661377
2183,C,C,True,0.9882729649543762
2184,B,B,True,0.9842163920402527
2185,D,D,True,0.9621871113777161
2186,D,D,True,0.997836172580719
2187,D,C,False,0.5713659524917603
2188,D,D,True,0.9975334405899048
2189,D,D,True,0.9954792261123657
2190,C,C,True,0.9822757244110107
2191,A,A,True,0.810586154460907
2192,C,C,True,0.9820169806480408
2193,C,C,True,0.899802029132843
2194,A,A,True,0.9964562058448792
2195,B,B,True,0.9939497709274292
2196,D,D,True,0.998422384262085
2197,B,B,True,0.8430047631263733
2198,A,A,True,0.9685436487197876
2199,D,D,True,0.9207513332366943
2200,D,A,False,0.517920732498169
2201,C,C,True,0.993889331817627
2202,B,B,True,0.9759505391120911
2203,C,C,True,0.8572177886962891
2204,B,B,True,0.9908658862113953
2205,D,D,True,0.9967066645622253
2206,D,D,True,0.9862688183784485
2207,B,B,True,0.9875756502151489
2208,B,B,True,0.8876786231994629
2209,B,B,True,0.6173924207687378
2210,A,A,True,0.9894217848777771
2211,D,B,False,0.45685017108917236
2212,C,C,True,0.8848299384117126
2213,C,C,True,0.8531548976898193
2214,C,C,True,0.9904981255531311
2215,D,D,True,0.9951033592224121
2216,B,B,True,0.9881630539894104
2217,D,D,True,0.9764289855957031
2218,B,B,True,0.9898437261581421
2219,A,A,True,0.980010449886322
2220,C,C,True,0.9751553535461426
2221,C,C,True,0.8886527419090271
2222,D,A,False,0.8014171719551086
2223,A,A,True,0.978377103805542
2224,B,B,True,0.9931633472442627
2225,C,C,True,0.9716038703918457
2226,A,A,True,0.9871482253074646
2227,A,A,True,0.9635470509529114
2228,B,B,True,0.9946718811988831
2229,B,B,True,0.9937493801116943
2230,C,C,True,0.9927444458007812
2231,D,D,True,0.9981527924537659
2232,D,D,True,0.9968783855438232
2233,A,A,True,0.9967458248138428
2234,A,A,True,0.9962259531021118
2235,A,D,False,0.4165942966938019
2236,A,A,True,0.8643563985824585
2237,D,D,True,0.9940313696861267
2238,C,C,True,0.9828793406486511
2239,B,B,True,0.9394279718399048
2240,D,D,True,0.9575753211975098
2241,C,C,True,0.8956788182258606
2242,B,B,True,0.9954930543899536
2243,D,D,True,0.663281261920929
2244,A,A,True,0.9791015386581421
2245,A,A,True,0.9682793617248535
2246,B,B,True,0.9866902828216553
2247,B,B,True,0.9783896207809448
2248,D,D,True,0.9964465498924255
2249,C,C,True,0.5560840964317322
2250,A,A,True,0.9918986558914185
2251,D,D,True,0.9957870841026306
2252,B,B,True,0.9713646769523621
2253,A,A,True,0.9906982779502869
2254,B,B,True,0.9911988377571106
2255,D,D,True,0.968772292137146
2256,C,C,True,0.9846665859222412
2257,A,A,True,0.9753480553627014
2258,D,C,False,0.5085932016372681
2259,C,C,True,0.974835991859436
2260,A,A,True,0.9925299286842346
2261,D,C,False,0.8767627477645874
2262,D,D,True,0.7270140647888184
2263,D,D,True,0.9959880709648132
2264,A,A,True,0.960556149482727
2265,D,B,False,0.6873989701271057
2266,A,A,True,0.9883456230163574
2267,A,A,True,0.9825725555419922
2268,A,A,True,0.8634741306304932
2269,D,D,True,0.9935739636421204
2270,A,A,True,0.9836992025375366
2271,A,A,True,0.9941312670707703
2272,C,A,False,0.5159474611282349
2273,C,B,False,0.4921490550041199
2274,D,B,False,0.5874947905540466
2275,A,A,True,0.9972556233406067
2276,C,C,True,0.862765908241272
2277,B,B,True,0.9865126609802246
2278,C,C,True,0.983254611492157
2279,A,A,True,0.8948480486869812
2280,C,C,True,0.9731109738349915
2281,A,A,True,0.9586952924728394
2282,A,A,True,0.9955123066902161
2283,D,B,False,0.8804340362548828
2284,C,C,True,0.9672877788543701
2285,D,D,True,0.9919202327728271
2286,D,D,True,0.62228924036026
2287,D,C,False,0.6448293924331665
2288,C,C,True,0.9873266816139221
2289,A,C,False,0.9831305742263794
2290,A,A,True,0.9843594431877136
2291,B,B,True,0.9922987818717957
2292,B,B,True,0.9845637083053589
2293,D,B,False,0.311103880405426
2294,D,A,False,0.8741660118103027
2295,D,D,True,0.713241696357727
2296,D,D,True,0.6617931127548218
2297,D,B,False,0.516232430934906
2298,A,A,True,0.9068370461463928
2299,C,C,True,0.9365403652191162
2300,A,A,True,0.9714260697364807
2301,D,D,True,0.9909923076629639
2302,B,B,True,0.9937313199043274
2303,A,A,True,0.9793056845664978
2304,D,D,True,0.9976990818977356
2305,A,A,True,0.994554877281189
2306,B,B,True,0.9880081415176392
2307,C,B,False,0.6428308486938477
2308,D,D,True,0.9907411336898804
2309,D,B,False,0.7993053197860718
2310,A,A,True,0.9883962869644165
2311,A,A,True,0.9972084164619446
2312,D,D,True,0.9927172660827637
2313,C,C,True,0.8639175295829773
2314,D,D,True,0.9974563717842102
2315,D,B,False,0.5952137112617493
2316,B,B,True,0.9648834466934204
2317,B,B,True,0.986684262752533
2318,C,C,True,0.9838640689849854
2319,D,D,True,0.9966214895248413
2320,C,C,True,0.8850602507591248
2321,C,C,True,0.918968677520752
2322,C,C,True,0.9806288480758667
2323,D,D,True,0.9956756234169006
2324,A,A,True,0.9917910099029541
2325,C,A,False,0.6547224521636963
2326,B,B,True,0.9809422492980957
2327,B,B,True,0.9822705388069153
2328,B,B,True,0.9855464696884155
2329,D,D,True,0.9887096285820007
2330,A,A,True,0.8069404363632202
2331,C,B,False,0.5287370085716248
2332,C,C,True,0.5989423394203186
2333,B,B,True,0.9860612154006958
2334,D,D,True,0.9971665740013123
2335,A,A,True,0.9014087319374084
2336,B,B,True,0.8859597444534302
2337,B,B,True,0.9964144229888916
2338,A,D,False,0.6100342273712158
2339,C,C,True,0.8586248159408569
2340,B,B,True,0.9655162692070007
2341,B,B,True,0.9940259456634521
2342,B,D,False,0.4661089777946472
2343,B,B,True,0.8833689093589783
2344,D,D,True,0.9973172545433044
2345,A,C,False,0.7674504518508911
2346,B,B,True,0.8536661863327026
2347,D,D,True,0.9970027804374695
2348,D,D,True,0.9870389103889465
2349,D,D,True,0.9971497654914856
2350,A,A,True,0.9895069003105164
2351,D,D,True,0.9973880648612976
2352,D,D,True,0.9960777163505554
2353,A,C,False,0.949730634689331
2354,B,A,False,0.7539043426513672
2355,D,C,False,0.9250689148902893
2356,B,B,True,0.9759228229522705
2357,D,D,True,0.7870743274688721
2358,C,D,False,0.8628837466239929
2359,B,B,True,0.9776095151901245
2360,C,C,True,0.9859625697135925
2361,D,D,True,0.9965068697929382
2362,B,B,True,0.9635778069496155
2363,C,C,True,0.9399450421333313
2364,B,B,True,0.9920839071273804
2365,C,C,True,0.9871319532394409
2366,D,D,True,0.9781225919723511
2367,A,A,True,0.9548159241676331
2368,C,D,False,0.5169381499290466
2369,B,B,True,0.9953553676605225
2370,D,D,True,0.9975506663322449
2371,D,D,True,0.9970420002937317
2372,D,D,True,0.9970683455467224
2373,A,A,True,0.5881485342979431
2374,C,C,True,0.9824979901313782
2375,D,D,True,0.998267650604248
2376,D,D,True,0.9990130662918091
2377,D,D,True,0.9870690107345581
2378,B,B,True,0.7976414561271667
2379,B,B,True,0.9712879657745361
2380,A,A,True,0.9394121170043945
2381,B,B,True,0.9855465888977051
2382,B,B,True,0.628062903881073
2383,D,D,True,0.9868926405906677
2384,C,D,False,0.8340438008308411
2385,B,B,True,0.9804480671882629
2386,A,B,False,0.5941295027732849
2387,D,D,True,0.9972163438796997
2388,D,D,True,0.9849116802215576
2389,A,A,True,0.9677789211273193
2390,B,B,True,0.936804473400116
2391,D,D,True,0.9952298402786255
2392,A,D,False,0.9753212332725525
2393,C,C,True,0.9707098007202148
2394,C,C,True,0.9877851009368896
2395,C,C,True,0.9609389901161194
2396,D,D,True,0.9985744953155518
2397,C,C,True,0.9755213856697083
2398,C,C,True,0.8870307207107544
2399,D,D,True,0.7364821434020996
2400,A,A,True,0.965904712677002
2401,B,B,True,0.8746324777603149
2402,A,B,False,0.6893481016159058
2403,C,C,True,0.960567831993103
2404,C,C,True,0.9875707626342773
2405,D,B,False,0.3747234344482422
2406,B,B,True,0.9959414601325989
2407,D,D,True,0.9955111742019653
2408,D,D,True,0.9975009560585022
2409,D,D,True,0.99724942445755
2410,A,A,True,0.970201849937439
2411,D,D,True,0.9983267188072205
2412,C,C,True,0.840025007724762
2413,C,C,True,0.6510855555534363
2414,D,C,False,0.7795347571372986
2415,D,D,True,0.9887640476226807
2416,D,A,False,0.7776268720626831
2417,A,A,True,0.9980599284172058
2418,A,A,True,0.983714759349823
2419,D,D,True,0.9935529232025146
2420,C,C,True,0.5531133413314819
2421,B,B,True,0.9926273226737976
2422,D,D,True,0.9925078749656677
2423,B,B,True,0.9932637214660645
2424,A,A,True,0.9401648044586182
2425,C,C,True,0.9826838374137878
2426,A,D,False,0.6244485378265381
2427,C,A,False,0.9378226399421692
2428,D,D,True,0.9897192716598511
2429,A,A,True,0.9968916773796082
2430,D,C,False,0.9848644137382507
2431,A,A,True,0.9542116522789001
2432,D,B,False,0.48430946469306946
2433,A,A,True,0.9710620641708374
2434,B,B,True,0.9940863847732544
2435,D,D,True,0.8874354958534241
2436,B,B,True,0.9939354062080383
2437,C,C,True,0.9740405678749084
2438,C,C,True,0.9373716115951538
2439,A,A,True,0.9795293211936951
2440,D,C,False,0.5281625986099243
2441,C,C,True,0.9684272408485413
2442,D,B,False,0.8576430082321167
2443,D,D,True,0.628801703453064
2444,D,C,False,0.9917925596237183
2445,D,D,True,0.980975866317749
2446,D,D,True,0.9964469075202942
2447,D,D,True,0.9975612163543701
2448,D,D,True,0.9986012578010559
2449,B,B,True,0.9007536768913269
2450,B,B,True,0.4861786961555481
2451,B,B,True,0.9894183278083801
2452,B,B,True,0.5413633584976196
2453,D,D,True,0.9965072274208069
2454,A,A,True,0.9964547157287598
2455,A,A,True,0.9966791868209839
2456,D,D,True,0.6095800399780273
2457,B,B,True,0.9912657141685486
2458,B,B,True,0.5349220037460327
2459,D,D,True,0.5250471830368042
2460,D,D,True,0.9985072016716003
2461,A,A,True,0.7780858278274536
2462,A,A,True,0.9966822266578674
2463,B,B,True,0.9901878237724304
2464,A,A,True,0.5159839987754822
2465,A,A,True,0.9951034784317017
2466,D,D,True,0.9984163045883179
2467,D,B,False,0.5964439511299133
2468,D,D,True,0.9944552779197693
2469,C,C,True,0.9726572036743164
2470,D,D,True,0.9937665462493896
2471,C,C,True,0.9359020590782166
2472,A,A,True,0.9965553283691406
2473,B,B,True,0.8653900027275085
2474,C,C,True,0.9391061663627625
2475,B,B,True,0.9650770425796509
2476,A,A,True,0.9924404621124268
2477,A,A,True,0.9947938323020935
2478,D,D,True,0.9951571822166443
2479,C,C,True,0.7646016478538513
2480,C,C,True,0.9846680760383606
2481,D,D,True,0.9941914677619934
2482,D,D,True,0.9486542344093323
2483,A,A,True,0.9951954483985901
2484,D,B,False,0.8945410847663879
2485,B,B,True,0.9691131114959717
2486,D,D,True,0.833575427532196
2487,C,C,True,0.9802678823471069
2488,D,D,True,0.993561863899231
2489,C,C,True,0.9878396391868591
2490,D,C,False,0.9567650556564331
2491,D,D,True,0.9928909540176392
2492,B,B,True,0.9918671250343323
2493,C,C,True,0.980498194694519
2494,A,A,True,0.9715529680252075
2495,A,A,True,0.9300844073295593
2496,C,C,True,0.9830400347709656
2497,D,D,True,0.9977095127105713
2498,C,C,True,0.9906740784645081
2499,A,A,True,0.9983835220336914
2500,B,B,True,0.8972839713096619
2501,B,B,True,0.9703861474990845
2502,C,C,True,0.9778859615325928
2503,D,D,True,0.9799837470054626
2504,C,C,True,0.9923851490020752
2505,B,B,True,0.7597140073776245
2506,D,D,True,0.9987301230430603
2507,A,A,True,0.9933678507804871
2508,D,D,True,0.9559696912765503
2509,D,D,True,0.9920252561569214
2510,D,B,False,0.9351831674575806
2511,B,B,True,0.9918145537376404
2512,A,A,True,0.9960338473320007
2513,A,A,True,0.9866636991500854
2514,D,A,False,0.4348502457141876
2515,A,A,True,0.9700407981872559
2516,A,A,True,0.9456180334091187
2517,A,A,True,0.9984065890312195
2518,B,B,True,0.9863339066505432
2519,B,B,True,0.9942459464073181
2520,C,C,True,0.9787055850028992
2521,A,A,True,0.9520105123519897
2522,B,B,True,0.9909720420837402
2523,B,D,False,0.5730600357055664
2524,B,B,True,0.9783639311790466
2525,A,A,True,0.9928223490715027
2526,C,C,True,0.9574385285377502
2527,A,B,False,0.820098876953125
2528,A,A,True,0.988100528717041
2529,D,D,True,0.9663297533988953
2530,A,A,True,0.9671986699104309
2531,A,A,True,0.9915863275527954
2532,B,B,True,0.9943048357963562
2533,D,D,True,0.9835243225097656
2534,D,D,True,0.9968463778495789
2535,D,D,True,0.9953383207321167
2536,B,B,True,0.9827107787132263
2537,C,B,False,0.6981254816055298
2538,A,A,True,0.5373574495315552
2539,C,C,True,0.9693090319633484
2540,A,C,False,0.4719677269458771
2541,D,D,True,0.9559671878814697
2542,C,C,True,0.5944066047668457
2543,B,C,False,0.31099650263786316
2544,B,B,True,0.550342321395874
2545,A,A,True,0.9949943423271179
2546,C,C,True,0.9677973389625549
2547,C,B,False,0.5320348143577576
2548,A,A,True,0.9945510029792786
2549,C,C,True,0.5180583596229553
2550,D,D,True,0.9717833995819092
2551,C,C,True,0.9922530055046082
2552,B,B,True,0.9955269694328308
2553,A,A,True,0.9976736903190613
2554,C,C,True,0.9885071516036987
2555,A,A,True,0.9855287671089172
2556,C,B,False,0.5146335959434509
2557,D,D,True,0.9978677034378052
2558,A,A,True,0.9914084076881409
2559,C,C,True,0.9384869337081909
2560,B,B,True,0.9951657056808472
2561,D,D,True,0.9973540306091309
2562,A,A,True,0.9948220252990723
2563,C,C,True,0.9647287726402283
2564,B,B,True,0.9912607073783875
2565,D,D,True,0.597441554069519
2566,D,D,True,0.9945782423019409
2567,C,C,True,0.796329915523529
2568,C,C,True,0.9301633238792419
2569,C,C,True,0.9797766804695129
2570,A,A,True,0.9911007285118103
2571,B,B,True,0.9844571948051453
2572,A,A,True,0.5025968551635742
2573,A,A,True,0.9918555021286011
2574,B,B,True,0.978826105594635
2575,B,B,True,0.9891875386238098
2576,D,D,True,0.9979168772697449
2577,C,C,True,0.9778232574462891
2578,C,C,True,0.8457623720169067
2579,D,D,True,0.9470474123954773
2580,C,C,True,0.900385320186615
2581,D,D,True,0.9589778780937195
2582,A,A,True,0.9063650369644165
2583,C,C,True,0.944839596748352
2584,C,C,True,0.9785433411598206
2585,A,C,False,0.8911102414131165
2586,C,C,True,0.9804468154907227
2587,A,A,True,0.9917988777160645
2588,D,D,True,0.9924529194831848
2589,C,C,True,0.9778087735176086
2590,B,B,True,0.9907823204994202
2591,A,A,True,0.9807470440864563
2592,D,D,True,0.996604323387146
2593,D,D,True,0.9917158484458923
2594,A,A,True,0.9669957756996155
2595,C,C,True,0.9904873967170715
2596,A,A,True,0.9917339086532593
2597,C,C,True,0.9881961941719055
2598,A,A,True,0.9327481389045715
2599,B,B,True,0.9862104058265686
2600,B,B,True,0.9039216637611389
2601,D,D,True,0.9981400966644287
2602,B,D,False,0.751080334186554
2603,A,A,True,0.9863463044166565
2604,B,B,True,0.9859922528266907
2605,A,A,True,0.9830048084259033
2606,C,C,True,0.9889707565307617
2607,C,A,False,0.9697754383087158
2608,D,D,True,0.4974755644798279
2609,B,B,True,0.9638491868972778
2610,C,C,True,0.9918394088745117
2611,A,A,True,0.996954083442688
2612,D,D,True,0.8847662806510925
2613,D,D,True,0.9966152310371399
2614,B,B,True,0.98503577709198
2615,C,C,True,0.9805790781974792
2616,B,B,True,0.9859490394592285
2617,A,A,True,0.9875498414039612
2618,A,A,True,0.9806001782417297
2619,C,C,True,0.9594916105270386
2620,C,C,True,0.9845259189605713
2621,A,A,True,0.8584712147712708
2622,D,D,True,0.995555579662323
2623,B,B,True,0.9933634996414185
2624,D,C,False,0.8486273288726807
2625,C,C,True,0.9483931064605713
2626,B,B,True,0.9273518919944763
2627,D,D,True,0.9981185793876648
2628,B,B,True,0.9910513162612915
2629,D,D,True,0.9951174259185791
2630,A,A,True,0.9877909421920776
2631,B,C,False,0.7585273385047913
2632,D,D,True,0.8463749289512634
2633,A,A,True,0.9662289023399353
2634,D,D,True,0.9172539114952087
2635,B,B,True,0.9423670768737793
2636,D,D,True,0.9973416924476624
2637,B,B,True,0.9856588244438171
2638,A,A,True,0.9828328490257263
2639,C,C,True,0.9796642065048218
2640,A,A,True,0.9759104251861572
2641,A,A,True,0.9898325204849243
2642,B,B,True,0.9715474843978882
2643,A,A,True,0.9943872690200806
2644,C,C,True,0.9797229170799255
2645,A,A,True,0.9968225955963135
2646,D,D,True,0.9705430269241333
2647,D,D,True,0.9893381595611572
2648,C,C,True,0.979422390460968
2649,D,D,True,0.9981206059455872
2650,D,D,True,0.9950365424156189
2651,C,C,True,0.6556953191757202
2652,D,D,True,0.9935256242752075
2653,D,D,True,0.9947789907455444
2654,B,B,True,0.9659810066223145
2655,B,B,True,0.9875965714454651
2656,B,B,True,0.9850847125053406
2657,B,B,True,0.9149002432823181
2658,D,D,True,0.9964739680290222
2659,C,C,True,0.9624500870704651
2660,B,B,True,0.9954653382301331
2661,D,D,True,0.9415243268013
2662,D,D,True,0.996212363243103
2663,B,B,True,0.9863457083702087
2664,A,A,True,0.9947394728660583
2665,D,D,True,0.9970155954360962
2666,D,D,True,0.9949257373809814
2667,B,B,True,0.9883216023445129
2668,D,D,True,0.9934178590774536
2669,C,C,True,0.9922438263893127
2670,A,A,True,0.9842422604560852
2671,D,D,True,0.9601230025291443
2672,D,D,True,0.998403012752533
2673,B,B,True,0.9873886108398438
2674,A,C,False,0.7517498731613159
2675,A,A,True,0.9893389344215393
2676,C,C,True,0.9625377655029297
2677,B,B,True,0.9596367478370667
2678,C,C,True,0.9715738892555237
2679,A,A,True,0.9938179850578308
2680,B,B,True,0.8709781169891357
2681,A,A,True,0.9958364963531494
2682,A,A,True,0.9958590865135193
2683,D,D,True,0.7932529449462891
2684,C,C,True,0.9720898866653442
2685,C,C,True,0.9882047176361084
2686,B,A,False,0.786354660987854
2687,A,A,True,0.9188175201416016
2688,C,C,True,0.9218143224716187
2689,B,B,True,0.9870052337646484
2690,D,D,True,0.7405943274497986
2691,A,A,True,0.9913015961647034
2692,B,B,True,0.4715587794780731
2693,C,C,True,0.9787684082984924
2694,D,D,True,0.9933348894119263
2695,B,B,True,0.982682466506958
2696,C,C,True,0.9680246114730835
2697,B,B,True,0.9930756092071533
2698,C,C,True,0.979125440120697
2699,D,D,True,0.9943627119064331
2700,C,C,True,0.9679283499717712
2701,D,D,True,0.9881458282470703
2702,B,B,True,0.9940179586410522
2703,A,A,True,0.9750955104827881
2704,A,A,True,0.989978551864624
2705,D,D,True,0.9973011612892151
2706,A,A,True,0.8620415925979614
2707,A,A,True,0.9953247308731079
2708,A,A,True,0.9943055510520935
2709,C,C,True,0.9843395948410034
2710,B,B,True,0.9893631339073181
2711,D,D,True,0.9671359062194824
2712,D,D,True,0.9948738217353821
2713,C,C,True,0.9928967356681824
2714,D,D,True,0.8711575865745544
2715,B,B,True,0.6074845194816589
2716,B,B,True,0.9917193651199341
2717,D,B,False,0.7383677363395691
2718,A,A,True,0.9785150289535522
2719,D,D,True,0.9978244304656982
2720,B,C,False,0.3415977954864502
2721,D,D,True,0.9949671626091003
2722,D,D,True,0.7333768010139465
2723,D,B,False,0.6893324255943298
2724,D,A,False,0.7665560841560364
2725,B,D,False,0.6920833587646484
2726,C,D,False,0.9895903468132019
2727,A,C,False,0.8215588331222534
2728,D,D,True,0.9980664849281311
2729,D,D,True,0.9499278664588928
2730,D,C,False,0.47294503450393677
2731,B,B,True,0.8704331517219543
2732,D,D,True,0.9968258142471313
2733,D,D,True,0.7591530084609985
2734,D,D,True,0.9759114384651184
2735,C,B,False,0.5222521424293518
2736,D,D,True,0.9970635771751404
2737,D,A,False,0.9010865688323975
2738,C,D,False,0.628413736820221
2739,D,D,True,0.8023809790611267
2740,D,D,True,0.9897106289863586
2741,D,C,False,0.5204244256019592
2742,B,B,True,0.9561784267425537
2743,C,C,True,0.6099560260772705
2744,B,B,True,0.9613062143325806
2745,D,D,True,0.9735363125801086
2746,D,A,False,0.7576568722724915
2747,B,C,False,0.6829601526260376
2748,C,C,True,0.7457965612411499
2749,B,B,True,0.5380449891090393
2750,B,A,False,0.4327543079853058
2751,A,A,True,0.5457572937011719
2752,B,B,True,0.9844231009483337
2753,D,D,True,0.5330919623374939
2754,B,B,True,0.9872757792472839
2755,A,A,True,0.8396148681640625
2756,D,D,True,0.9533880949020386
2757,D,A,False,0.3297377824783325
2758,A,A,True,0.9897520542144775
2759,D,B,False,0.5897981524467468
2760,A,A,True,0.988084614276886
2761,D,D,True,0.938602089881897
2762,C,C,True,0.5345264077186584
2763,D,D,True,0.9407038688659668
2764,A,B,False,0.7129322290420532
2765,A,A,True,0.9890120029449463
2766,A,C,False,0.4607554078102112
2767,C,C,True,0.985210120677948
2768,C,C,True,0.8535585403442383
2769,D,C,False,0.6749175190925598
2770,D,A,False,0.6816586256027222
2771,A,A,True,0.991576611995697
2772,D,B,False,0.4926978051662445
2773,D,D,True,0.7733625769615173
2774,A,B,False,0.5264609456062317
2775,D,D,True,0.9927629828453064
2776,C,C,True,0.9788989424705505
2777,D,D,True,0.9974848031997681
2778,D,D,True,0.9927822351455688
2779,D,C,False,0.8466060757637024
2780,D,D,True,0.9985393285751343
2781,D,D,True,0.998532772064209
2782,D,D,True,0.9972265362739563
2783,D,D,True,0.999076247215271
2784,D,A,False,0.4390966594219208
2785,A,A,True,0.9934178590774536
2786,B,B,True,0.9772657752037048
2787,A,C,False,0.5491712689399719
2788,A,A,True,0.9458587169647217
2789,A,A,True,0.9391977190971375
2790,A,A,True,0.9439985156059265
2791,B,B,True,0.9927868247032166
2792,D,B,False,0.9974074959754944
2793,D,B,False,0.5914407968521118
2794,A,D,False,0.6424735188484192
2795,D,D,True,0.9911406636238098
2796,D,D,True,0.976864755153656
2797,C,D,False,0.5626287460327148
2798,B,D,False,0.40737900137901306
2799,D,D,True,0.9941511750221252
2800,D,D,True,0.9773232936859131
2801,D,B,False,0.4048093855381012
2802,A,A,True,0.605446457862854
2803,D,D,True,0.9954701662063599
2804,D,D,True,0.7390435338020325
2805,A,A,True,0.9928184747695923
2806,D,D,True,0.8973939418792725
2807,D,D,True,0.9968710541725159
2808,C,C,True,0.9747790098190308
2809,B,C,False,0.6802653670310974
2810,A,B,False,0.4355500042438507
2811,D,D,True,0.9676152467727661
2812,A,A,True,0.8640013337135315
2813,C,C,True,0.8979303240776062
2814,D,B,False,0.8052006959915161
2815,A,A,True,0.9801008701324463
2816,C,C,True,0.9221421480178833
2817,C,C,True,0.7960470914840698
2818,C,C,True,0.977007269859314
2819,B,B,True,0.9320642352104187
2820,C,C,True,0.6717902421951294
2821,C,C,True,0.9665234684944153
2822,D,D,True,0.9879019260406494
2823,A,A,True,0.9903077483177185
2824,D,A,False,0.7224804759025574
2825,C,C,True,0.9788656830787659
2826,A,A,True,0.9462823867797852
2827,C,D,False,0.8422180414199829
2828,D,D,True,0.9271299839019775
2829,B,B,True,0.9850459694862366
2830,A,A,True,0.9461389780044556
2831,D,D,True,0.500693678855896
2832,D,D,True,0.9977189898490906
2833,B,B,True,0.9663776159286499
2834,A,A,True,0.9785978198051453
2835,B,A,False,0.9491966366767883
2836,A,A,True,0.9509118795394897
2837,D,D,True,0.6144622564315796
2838,C,C,True,0.9882849454879761
2839,D,D,True,0.9932390451431274
2840,D,D,True,0.9807450771331787
2841,C,C,True,0.9636439085006714
2842,C,C,True,0.9850552082061768
2843,D,D,True,0.9943206310272217
2844,D,D,True,0.989635169506073
2845,A,A,True,0.7504271864891052
2846,B,B,True,0.9724351763725281
2847,A,C,False,0.5284066200256348
2848,C,C,True,0.9587568044662476
2849,D,D,True,0.9570226669311523
2850,D,D,True,0.942274272441864
2851,B,B,True,0.9916689395904541
2852,A,A,True,0.9944890737533569
2853,D,D,True,0.9941818118095398
2854,D,A,False,0.8360628485679626
2855,B,D,False,0.4554777145385742
2856,D,D,True,0.9285253286361694
2857,C,C,True,0.969500720500946
2858,D,D,True,0.99250727891922
2859,A,A,True,0.8927085399627686
2860,C,A,False,0.33741244673728943
2861,D,D,True,0.9678585529327393
2862,D,D,True,0.9471256732940674
2863,B,B,True,0.5112887024879456
2864,C,C,True,0.879082441329956
2865,C,C,True,0.9939175248146057
2866,A,A,True,0.9832309484481812
2867,D,C,False,0.5673929452896118
2868,D,D,True,0.9773769974708557
2869,D,D,True,0.9972713589668274
2870,D,B,False,0.9988908171653748
2871,D,D,True,0.990372896194458
2872,D,D,True,0.584770917892456
2873,B,B,True,0.9921793937683105
2874,D,D,True,0.994954526424408
2875,A,A,True,0.9905209541320801
2876,D,A,False,0.344100683927536
2877,C,C,True,0.6847339272499084
2878,A,A,True,0.6278825402259827
2879,B,B,True,0.9679988026618958
2880,D,B,False,0.37590914964675903
2881,A,A,True,0.8131811022758484
2882,D,D,True,0.9851229786872864
2883,A,A,True,0.6701382994651794
2884,A,D,False,0.45672905445098877
2885,D,C,False,0.4761436879634857
2886,D,D,True,0.9645152688026428
2887,C,C,True,0.9667656421661377
2888,A,A,True,0.9882497787475586
2889,D,B,False,0.9382339119911194
2890,C,C,True,0.42454180121421814
2891,D,D,True,0.7309834361076355
2892,D,B,False,0.5029240250587463
2893,C,C,True,0.9674940705299377
2894,D,D,True,0.9963215589523315
2895,A,A,True,0.9714934825897217
2896,D,D,True,0.9899811148643494
2897,D,D,True,0.9937268495559692
2898,A,A,True,0.9641280174255371
2899,D,B,False,0.4287066161632538
2900,B,C,False,0.8995916843414307
2901,A,A,True,0.9947814345359802
2902,D,C,False,0.8084471821784973
2903,B,C,False,0.7830325365066528
2904,B,B,True,0.988787829875946
2905,C,C,True,0.9865645170211792
2906,D,D,True,0.9926002621650696
2907,A,A,True,0.908447802066803
2908,A,A,True,0.9721325039863586
2909,D,D,True,0.9749451875686646
2910,B,C,False,0.2926363945007324
2911,D,D,True,0.9904745221138
2912,B,B,True,0.9664077758789062
2913,D,D,True,0.7346199750900269
2914,D,D,True,0.871202826499939
